pmid,title,year,journal,missing_kind,is_oa,oa_status,pmcid,oa_url,path
40749417,Sex-specific survival in advanced metastatic melanoma - a DeCOG study on 2032 patients of the multicenter prospective skin cancer registry ADOREG.,2025,"European journal of cancer (Oxford, England : 1990)",open access,True,hybrid,,https://www.ejcancer.com/article/S0959-8049(25)00450-2/pdf,corpus/by-pmid/40749417.md
40749578,Therapy gone viral: Exploring the use of oncolytic viruses in non-small cell lung cancer immunotherapy.,2025,Cancer treatment and research communications,open access,True,gold,,https://doi.org/10.1016/j.ctarc.2025.100971,corpus/by-pmid/40749578.md
40751470,Pulsed electromagnetic field therapy on nonsurgical treatment of peri-implantitis: 12-26 months follow-up.,2025,Journal of periodontology,open access,True,hybrid,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jper.11384,corpus/by-pmid/40751470.md
40752422,A critical review of in vitro and in vivo biomedical applications of gold nanoparticles: From toxicology to cancer therapy.,2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118410,corpus/by-pmid/40752422.md
40757874,CAR-Macrophage Cell Therapy: A New Era of Hope for Pancreatic Cancer.,2025,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,green,PMC12327792,https://www.ncbi.nlm.nih.gov/pmc/articles/12327792,corpus/by-pmid/40757874.md
40762432,Eradicating Drug-tolerant Persister Cells in EGFR-Mutated Non-Small Cell Lung Cancer by Targeting TROP2 with CAR-T Cellular Therapy.,2025,Cancer discovery,open access,True,green,PMC12374242,https://www.ncbi.nlm.nih.gov/pmc/articles/12374242,corpus/by-pmid/40762432.md
40766461,In vivo screening reveals cell-intrinsic mediators of solid tumor resistance to CAR T cell-therapy.,2025,bioRxiv : the preprint server for biology,open access,True,green,PMC12324186,https://www.biorxiv.org/content/biorxiv/early/2025/07/29/2025.07.24.666408.full.pdf,corpus/by-pmid/40766461.md
40780064,Harnessing PUMA's lethal potential: BCL-2 family dynamics and novel strategies to combat cancer recurrence.,2025,Cancer treatment and research communications,open access,True,gold,,https://doi.org/10.1016/j.ctarc.2025.100975,corpus/by-pmid/40780064.md
40782435,Mechanistic insights and basis for real-time monitoring and closed-loop feedback control in sonodynamic therapy for glioblastoma.,2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118433,corpus/by-pmid/40782435.md
40803321,Overcoming ovarian cancer resistance and evasion to CAR-T cell therapy by harnessing allogeneic CAR-NKT cells.,2025,"Med (New York, N.Y.)",open access,True,hybrid,,https://www.cell.com/med/pdf/S2666-6340(25)00231-4.pdf,corpus/by-pmid/40803321.md
40814140,Clinical observation and immune effect of high-intensity focused ultrasound (HIFU) treatment on patients with colorectal cancer liver metastasis.,2025,"International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group",open access,True,gold,,https://www.tandfonline.com/doi/pdf/10.1080/02656736.2025.2519344?needAccess=true,corpus/by-pmid/40814140.md
40818199,CAR-T for Lung Cancers: Challenges and Innovations.,2025,"Lung cancer (Amsterdam, Netherlands)",open access,True,hybrid,,https://www.lungcancerjournal.info/article/S0169-5002(25)00603-8/pdf,corpus/by-pmid/40818199.md
40819431,Enfortumab vedotin in patients with advanced non-small cell lung cancer after disease progression on platinum- and PD-1/PD-L1 inhibitor-containing regimens: Phase 2 international multicenter EV-202 study.,2025,"European journal of cancer (Oxford, England : 1990)",open access,True,hybrid,,https://www.ejcancer.com/article/S0959-8049(25)00385-5/pdf,corpus/by-pmid/40819431.md
40819741,Physical ablative methods and cancer cell death: Implications for immunity and therapies.,2025,Critical reviews in oncology/hematology,open access,True,hybrid,,https://doi.org/10.1016/j.critrevonc.2025.104903,corpus/by-pmid/40819741.md
40819753,Identification of Core gene expression alterations regulated by gut microbiota in tumor progression and immunotherapy resistance through integrative pan-cancer analysis.,2025,International journal of biological macromolecules,open access,True,hybrid,,https://doi.org/10.1016/j.ijbiomac.2025.146911,corpus/by-pmid/40819753.md
40834748,Synergistic enhancement of anticancer effects by periodontal ligament stem cell exosomes and oxaliplatin via apoptosis induction and protein modulation.,2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118481,corpus/by-pmid/40834748.md
40840600,Gut microbial diversity is preserved through localised chemo-immunotherapy delivery in a KPC mouse model of pancreatic cancer.,2025,Journal of controlled release : official journal of the Controlled Release Society,open access,True,hybrid,,https://doi.org/10.1016/j.jconrel.2025.114143,corpus/by-pmid/40840600.md
40845844,Genome-wide CRISPR screens identify critical targets to enhance CAR-NK cell antitumor potency.,2025,Cancer cell,open access,True,hybrid,PMC12396527,https://doi.org/10.1016/j.ccell.2025.07.021,corpus/by-pmid/40845844.md
40846251,Advances of mRNA vaccines in genitourinary cancers.,2025,Biochimica et biophysica acta. Reviews on cancer,open access,True,hybrid,,https://doi.org/10.1016/j.bbcan.2025.189427,corpus/by-pmid/40846251.md
40848933,"Targeting DNA Topoisomerase I for the Treatment of Cancer: Past, Present and Future.",2026,Journal of molecular biology,open access,True,green,PMC12449767,https://pmc.ncbi.nlm.nih.gov/articles/PMC12449767/,corpus/by-pmid/40848933.md
40849910,A capsular polysaccharide from a healthy human microbiota member activates a Lag-3-NK cell axis to restrain colon cancer and augment immunotherapy.,2025,Cell reports,open access,True,gold,,https://doi.org/10.1016/j.celrep.2025.116172,corpus/by-pmid/40849910.md
40850204,Cancer therapy-induced cardiac metabolic reprogramming: A new frontier in cardio-oncology.,2025,International immunopharmacology,open access,True,hybrid,,https://doi.org/10.1016/j.intimp.2025.115397,corpus/by-pmid/40850204.md
40855029,Physiological Considerations and Delivery Strategies for Targeting Tumors Through Intraperitoneal Delivery.,2025,Pharmaceutical research,open access,True,green,PMC12848761,https://pmc.ncbi.nlm.nih.gov/articles/PMC12848761/,corpus/by-pmid/40855029.md
40883169,"CRISPR tools for T cells: targeting the genome, epigenome, and transcriptome.",2025,Trends in cancer,open access,True,green,PMC12397615,https://www.ncbi.nlm.nih.gov/pmc/articles/12397615,corpus/by-pmid/40883169.md
40892540,Bifidobacteria-derived exopolysaccharide promotes anti-tumor immunity.,2025,Cell reports,open access,True,gold,,https://doi.org/10.1016/j.celrep.2025.116223,corpus/by-pmid/40892540.md
40899166,Targeting stem cells with oncolytic viruses: a mathematical modelling approach.,2025,Mathematical biosciences and engineering : MBE,open access,True,gold,,https://doi.org/10.3934/mbe.2025090,corpus/by-pmid/40899166.md
40903324,Indirect Comparison of Epcoritamab Versus Axicabtagene Ciloleucel in Chimeric Antigen Receptor T-Cell-Eligible and -Naive Patients With Relapsed/Refractory Diffuse Large B-Cell Lymphoma.,2025,"Clinical lymphoma, myeloma & leukemia",open access,True,green,PMC12425561,https://pmc.ncbi.nlm.nih.gov/articles/PMC12425561/,corpus/by-pmid/40903324.md
40911899,Antitumor Activity of Trastuzumab Deruxtecan in Pediatric Solid Tumors with Variable HER2 Expression.,2026,Molecular cancer therapeutics,open access,True,green,PMC12490493,https://pmc.ncbi.nlm.nih.gov/articles/PMC12490493/,corpus/by-pmid/40911899.md
40912036,"Tumor tough, therapy smarter: Rethinking CAR-T for pancreatic cancer.",2025,Seminars in oncology,open access,True,hybrid,,https://doi.org/10.1016/j.seminoncol.2025.152411,corpus/by-pmid/40912036.md
40913762,DDX3X mutation and Epstein-Barr virus cooperate to induce R-loop-dependent oncogenesis.,2025,Cell reports,open access,True,gold,,https://doi.org/10.1016/j.celrep.2025.116237,corpus/by-pmid/40913762.md
40919729,Preventing Glioblastoma Relapse by Igniting Innate Immunity through Mitochondrial Stress in the Surgical Cavity.,2026,"Advanced materials (Deerfield Beach, Fla.)",open access,True,green,,https://research.rug.nl/en/publications/efbc6615-951a-4c6f-b31c-6bf9d6ec6848,corpus/by-pmid/40919729.md
40925515,Sequential YAP1/FOSL1 silencing and epigenetic therapy to overcome stromal barriers in pancreatic cancer.,2025,International journal of pharmaceutics,open access,True,hybrid,,https://doi.org/10.1016/j.ijpharm.2025.126155,corpus/by-pmid/40925515.md
40929940,The dual role of VDAC in cancer: Molecular mechanisms and advances in targeted therapy.,2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118530,corpus/by-pmid/40929940.md
40934857,Safety of antibody-drug conjugates in gynecologic cancers: current evidence and management approaches.,2025,International journal of gynecological cancer : official journal of the International Gynecological Cancer Society,open access,True,bronze,,https://www.international-journal-of-gynecological-cancer.com/article/S1048-891X(25)01237-X/pdf,corpus/by-pmid/40934857.md
40944369,An Intracellular Magnetic Micromotor Drives Spatiotemporal Mechano-Immunotherapy.,2025,"Advanced materials (Deerfield Beach, Fla.)",open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202504404,corpus/by-pmid/40944369.md
40946952,Spotlight on membrane fluidity of normal and cancer cells: Implications for cancer diagnosis and treatment.,2025,European journal of pharmacology,open access,True,hybrid,,https://doi.org/10.1016/j.ejphar.2025.178152,corpus/by-pmid/40946952.md
40947061,Sonodynamic therapy: transforming sound into light for hard-to-treat tumours.,2025,Advanced drug delivery reviews,open access,True,hybrid,,https://doi.org/10.1016/j.addr.2025.115696,corpus/by-pmid/40947061.md
40953757,Immunotherapy in gastric adenocarcinoma - a rapidly evolving treatment landscape.,2025,Critical reviews in oncology/hematology,open access,True,hybrid,,https://doi.org/10.1016/j.critrevonc.2025.104941,corpus/by-pmid/40953757.md
40962204,CAR T-cell and oncolytic virus dynamics and determinants of combination therapy success for glioblastoma.,2025,Mathematical biosciences,open access,True,hybrid,,https://doi.org/10.1016/j.mbs.2025.109531,corpus/by-pmid/40962204.md
40966083,ZBP1 pathway promotes tumor immunogenicity in the combination of anti-HER2 therapy and epigenetic therapy.,2025,Cell reports,open access,True,gold,,https://www.cell.com/cell-reports/pdf/S2211-1247(25)01085-X.pdf,corpus/by-pmid/40966083.md
40967079,"Bacteria-mediated cancer therapy (BMCT): Therapeutic applications, clinical insights, and the microbiome as an emerging hallmark of cancer.",2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118559,corpus/by-pmid/40967079.md
40972334,Cavitation bubble-assisted high-intensity focused ultrasound induces abscopal immune responses.,2025,International immunopharmacology,open access,True,hybrid,,https://doi.org/10.1016/j.intimp.2025.115565,corpus/by-pmid/40972334.md
40973578,CAR T cell persistence in cancer.,2025,Trends in cancer,open access,True,green,PMC12469819,https://pmc.ncbi.nlm.nih.gov/articles/PMC12469819/,corpus/by-pmid/40973578.md
40976544,TROPION-Lung12: A phase 3 study of adjuvant datopotamab deruxtecan and rilvegostomig in ctDNA-positive or high-risk pathology stage I non-small cell lung cancer.,2026,The Journal of thoracic and cardiovascular surgery,open access,True,green,PMC12536336,https://pmc.ncbi.nlm.nih.gov/articles/PMC12536336/,corpus/by-pmid/40976544.md
40987205,Current status and future perspectives of drug delivery systems loaded with baicalein and baicalin in cancer therapy.,2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118589,corpus/by-pmid/40987205.md
40987206,Comparative evaluation of bispecific antibody formats targeting PD-1 and LAG-3 for dual checkpoint blockade in cancer immunotherapy.,2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118583,corpus/by-pmid/40987206.md
41005692,Synergistic effects of 5-azacitidine and photodynamic therapy using spirulina platensis on cell death in CAL27 oral squamous cell carcinoma Cells: Synergistic Anticancer Effects of 5-Azacitidine and Spirulina-Based Photodynamic Therapy in Oral Squamous Cell Carcinoma Cells.,2025,Photodiagnosis and photodynamic therapy,open access,True,gold,,https://doi.org/10.1016/j.pdpdt.2025.105232,corpus/by-pmid/41005692.md
41016975,"Immune-based cancer therapies: mechanistic insights, clinical progress, and future directions.",2025,Journal of the Egyptian National Cancer Institute,open access,True,diamond,,https://jenci.springeropen.com/counter/pdf/10.1186/s43046-025-00319-6,corpus/by-pmid/41016975.md
41020434,The risk of second primary malignancies in patients receiving T-cell directed therapies for multiple myeloma: a systematic review.,2026,Leukemia & lymphoma,open access,True,hybrid,,https://doi.org/10.1080/10428194.2025.2560085,corpus/by-pmid/41020434.md
41021784,Current experiences with teclistamab in patients with multiple myeloma and renal impairment.,2025,Expert review of hematology,open access,True,green,,http://hdl.handle.net/10261/423700,corpus/by-pmid/41021784.md
41027185,Latest insights into oncolytic viro-immunotherapy with vesicular stomatitis virus.,2025,Seminars in immunology,open access,True,hybrid,,https://doi.org/10.1016/j.smim.2025.101996,corpus/by-pmid/41027185.md
41033612,Tumor Treating Fields Therapy After Stereotactic Radiosurgery for Brain Metastases From Non-Small Cell Lung Cancer: Final Results of the Phase 3 METIS Study.,2026,"International journal of radiation oncology, biology, physics",open access,True,hybrid,,https://doi.org/10.1016/j.ijrobp.2025.08.066,corpus/by-pmid/41033612.md
41034514,Solid tumour CAR-T cells engineered with fusion proteins targeting PD-L1 for localized IL-12 delivery.,2025,Nature biomedical engineering,open access,True,hybrid,,https://www.nature.com/articles/s41551-025-01509-2.pdf,corpus/by-pmid/41034514.md
41045984,Irreversible electroporation with intratumoral plant virus immunotherapy induces systemic immunity in a metastatic model of pancreatic cancer.,2025,Cancer letters,open access,True,hybrid,,https://doi.org/10.1016/j.canlet.2025.218074,corpus/by-pmid/41045984.md
41061376,Fecal microbiota transplantation to enhance cancer treatment outcomes across different cancer types: A systematic literature review.,2025,Cancer treatment reviews,open access,True,hybrid,,https://doi.org/10.1016/j.ctrv.2025.103025,corpus/by-pmid/41061376.md
41071147,Electrifying Results? Tumor Treating Fields Reduce Intracranial Relapse of Non-Small Cell Lung Cancer Brain Metastasis Following Radiosurgery in the METIS Trial.,2026,"International journal of radiation oncology, biology, physics",open access,True,bronze,,https://www.redjournal.org/article/S0360-3016(25)06224-8/pdf,corpus/by-pmid/41071147.md
41074426,The Role of MYC in Tumor Immune Microenvironment Regulation: Insights and Future Directions.,2025,Frontiers in bioscience (Landmark edition),open access,True,gold,,https://www.imrpress.com/journal/FBL/30/9/10.31083/FBL37304/pdf,corpus/by-pmid/41074426.md
41076191,Under the Hood: Evidence-Based Review of Allogeneic Chimeric Antigen Receptor T Cells for Hematologic Malignancies.,2026,Transplantation and cellular therapy,open access,True,hybrid,,https://doi.org/10.1016/j.jtct.2025.09.044,corpus/by-pmid/41076191.md
41092649,Nanoparticle-mediated antagonism of sustained endosomal signaling of the calcitonin receptor-like receptor provides enhanced and persistent relief of oral cancer pain.,2026,Biomaterials,open access,True,hybrid,PMC12887896,https://doi.org/10.1016/j.biomaterials.2025.123757,corpus/by-pmid/41092649.md
41101232,Enhancing anti-tumor immunity through TIGIT blockade and tumor-directed targeting in pancreatic cancer.,2025,International immunopharmacology,open access,True,hybrid,,https://doi.org/10.1016/j.intimp.2025.115653,corpus/by-pmid/41101232.md
41106435,Structure-guided design and engineering of a biparatopic antibody targeting CCR2 in triple negative breast cancer.,2025,Journal of controlled release : official journal of the Controlled Release Society,open access,True,hybrid,PMC12951773,https://doi.org/10.1016/j.jconrel.2025.114340,corpus/by-pmid/41106435.md
41110778,From molecular engineering to clinical applications: The expanding role of bispecific antibodies in onco-immunology.,2025,Pharmacological research,open access,True,gold,,https://doi.org/10.1016/j.phrs.2025.108000,corpus/by-pmid/41110778.md
41138712,Antiviral humoral immunity: Enemy or ally of viral immunotherapy?,2025,Seminars in immunology,open access,True,hybrid,,https://doi.org/10.1016/j.smim.2025.102001,corpus/by-pmid/41138712.md
41145767,Safety and Efficacy of Irreversible Electroporation in the Treatment of Lesions Near or Involving Gastrointestinal Structures.,2026,Cardiovascular and interventional radiology,open access,True,bronze,,https://link.springer.com/content/pdf/10.1007/s00270-025-04247-9.pdf,corpus/by-pmid/41145767.md
41176408,Optimizing nanoparticle design for selective targeting of breast cancer cells.,2025,Medical engineering & physics,open access,True,green,,https://imt-mines-ales.hal.science/hal-05240533,corpus/by-pmid/41176408.md
41177723,Bispecific antibodies in multiple myeloma: maximizing potential through rational combination therapies.,2025,Blood reviews,open access,True,hybrid,,https://doi.org/10.1016/j.blre.2025.101342,corpus/by-pmid/41177723.md
41187466,The influence of body mass index on Tumor Treating Fields therapy in patients with metastatic non-small cell lung cancer: A post-hoc and simulation analysis from the phase III LUNAR study.,2025,"Lung cancer (Amsterdam, Netherlands)",open access,True,hybrid,,https://doi.org/10.1016/j.lungcan.2025.108802,corpus/by-pmid/41187466.md
41191983,"Nano-enhanced photodynamic therapy and machine learning: Advancements, challenges, and future directions.",2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118710,corpus/by-pmid/41191983.md
41198544,Beyond Passive Bystander: Glioblastoma-Educated Astrocyte Suppressing T Cell.,2025,Frontiers in bioscience (Landmark edition),open access,True,gold,,https://www.imrpress.com/journal/FBL/30/10/10.31083/FBL44810/pdf,corpus/by-pmid/41198544.md
41205176,Genetic mapping and predictive modeling of paralog synthetic lethality.,2025,Cell reports,open access,True,gold,,https://www.cell.com/cell-reports/pdf/S2211-1247(25)01283-5.pdf,corpus/by-pmid/41205176.md
41205726,"Applications of traditional Chinese medicine in cancer immunotherapy via gut microbiota modulation: Current status, mechanisms, challenges and perspectives.",2025,Pharmacological research,open access,True,gold,,https://doi.org/10.1016/j.phrs.2025.108020,corpus/by-pmid/41205726.md
41208723,A new way to modulate tumor therapy: artificial intelligence predicts nanoshape efficacy.,2026,"Nanomedicine (London, England)",open access,True,green,PMC12773604,https://pmc.ncbi.nlm.nih.gov/articles/PMC12773604/,corpus/by-pmid/41208723.md
41221806,Employing low-density lipoprotein-based delivery systems for the treatment of hepatocellular carcinoma.,2026,"Nanomedicine (London, England)",open access,True,green,PMC12773494,https://pmc.ncbi.nlm.nih.gov/articles/PMC12773494/,corpus/by-pmid/41221806.md
41231105,Immune reprogramming of cold tumors using TGF-β/PD-L1 bispecific antibody and armed oncolytic virus therapy.,2025,Advances in clinical and experimental medicine : official organ Wroclaw Medical University,open access,True,gold,,https://advances.umw.edu.pl/ahead-of-print/210993.pdf,corpus/by-pmid/41231105.md
41234012,METTL5 promotes fatty acid metabolism by modulating peroxisome to induce hepatocellular carcinoma recurrence after thermal ablation.,2026,Molecular therapy : the journal of the American Society of Gene Therapy,open access,True,hybrid,PMC12882658,https://doi.org/10.1016/j.ymthe.2025.11.016,corpus/by-pmid/41234012.md
41240535,Paediatric Strategy Forum for medicinal product development of agents targeting GD2 ganglioside in children and adolescents with cancer.,2025,"European journal of cancer (Oxford, England : 1990)",open access,True,bronze,,https://www.ejcancer.com/article/S0959-8049(25)00979-7/pdf,corpus/by-pmid/41240535.md
41242543,CRISPR's impact on cancer: From fundamental models to clinical solutions.,2026,Life sciences,open access,True,hybrid,,https://doi.org/10.1016/j.lfs.2025.124087,corpus/by-pmid/41242543.md
41243049,New insights into the effects of microbiome and its derived metabolites on targeted immunotherapy.,2025,Journal of the Egyptian National Cancer Institute,open access,True,diamond,,https://jenci.springeropen.com/counter/pdf/10.1186/s43046-025-00330-x,corpus/by-pmid/41243049.md
41247804,Strategic engineering of DNA aptamers as precision modulators in CRISPR-driven oncogene control.,2026,"International journal of surgery (London, England)",open access,True,diamond,,https://doi.org/10.1097/js9.0000000000003837,corpus/by-pmid/41247804.md
41265458,HSP90 buffers deleterious genetic variations in BRCA1.,2025,Molecular cell,open access,True,hybrid,PMC12648472,https://doi.org/10.1016/j.molcel.2025.10.026,corpus/by-pmid/41265458.md
41270389,Shenling Baizhu Powder potentiates immunotherapy response: putative roles of gut microbial remodeling and fatty acid metabolism modulation.,2025,Phytomedicine : international journal of phytotherapy and phytopharmacology,open access,True,hybrid,,https://doi.org/10.1016/j.phymed.2025.157559,corpus/by-pmid/41270389.md
41270471,Development of recombinant Mesozumab-CPTin that dual-targets mesothelin and CP2c for anticancer therapy.,2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118799,corpus/by-pmid/41270471.md
41271087,A phenotype-structured mathematical model for the influence of hypoxia on oncolytic virotherapy.,2026,Mathematical biosciences,open access,True,green,,https://arxiv.org/pdf/2411.02413,corpus/by-pmid/41271087.md
41282762,Primary resistance to ICI-based regimens is associated with early longitudinal changes in the fecal microbiome and loss of microbial stability.,2025,medRxiv : the preprint server for health sciences,open access,True,green,PMC12632679,https://www.medrxiv.org/content/medrxiv/early/2025/10/07/2025.10.01.25336378.full.pdf,corpus/by-pmid/41282762.md
41297423,Dual targeting of BCMA and B7-H3 with CAR T cells and bispecific protein engagers enhances anti-myeloma activity.,2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118820,corpus/by-pmid/41297423.md
41308850,"3D printing of nanoparticle-containing scaffolds for cancer phototherapy, magnetic hyperthermia therapy, and tissue regeneration.",2026,Acta biomaterialia,open access,True,hybrid,,https://doi.org/10.1016/j.actbio.2025.11.043,corpus/by-pmid/41308850.md
41315871,Harnessing alternative splicing for off-the-shelf mRNA neoantigen vaccines in hepatocellular carcinoma.,2025,Cell research,open access,True,hybrid,PMC12690129,https://doi.org/10.1038/s41422-025-01199-0,corpus/by-pmid/41315871.md
41317817,Immunoresistant to immunosensitive - Histotripsy's unique potential to overcome resistance.,2026,Critical reviews in oncology/hematology,open access,True,hybrid,,https://doi.org/10.1016/j.critrevonc.2025.105054,corpus/by-pmid/41317817.md
41318814,Impact of concomitant medications on efficacy of CLDN18.2-specific CAR-T cell therapy in advanced gastric cancer.,2026,British journal of cancer,open access,True,green,PMC12852728,https://pmc.ncbi.nlm.nih.gov/articles/PMC12852728/,corpus/by-pmid/41318814.md
41319516,Nanobody CAR-T cells in cancer: From molecular design to clinical translation.,2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118819,corpus/by-pmid/41319516.md
41320670,"Multi-Omics Analysis Reveals OBSCN as a Key Modulator of Tumor Microenvironment, Microbial Signatures and Clinical Outcomes in Gastric Cancer.",2025,MicrobiologyOpen,open access,True,gold,PMC12665479,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mbo3.70186,corpus/by-pmid/41320670.md
41328886,Dual-Enhanced Sonodynamic Therapy: Synergizing Cavitation Amplification and Efficient Sonoluminescence-to-ROS Conversion for Orthotopic Breast Cancer Treatment.,2026,"Advanced materials (Deerfield Beach, Fla.)",open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202516803,corpus/by-pmid/41328886.md
41337878,Innovative CAR-T approaches targeting Claudin 18.2 to counteract drug resistance in gastric cancer.,2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118863,corpus/by-pmid/41337878.md
41338184,Development of a high-affinity anti-ROR1 variable region for broad anti-cancer immunotherapy.,2026,Molecular therapy : the journal of the American Society of Gene Therapy,open access,True,green,PMC12974153,https://pmc.ncbi.nlm.nih.gov/articles/PMC12974153/,corpus/by-pmid/41338184.md
41349548,"Harnessing the Microbiome in Cancer Immunotherapy: Regulation, Prediction, and Therapeutic Targeting.",2025,Annual review of immunology,open access,True,green,PMC12788855,https://pmc.ncbi.nlm.nih.gov/articles/PMC12788855/,corpus/by-pmid/41349548.md
41351413,Microbiome Modulation in Lung Cancer Immunotherapy: Unveiling the Role of Respiratory and Gut Microbiota in the PD-1/PD-L1 Response.,2025,Frontiers in bioscience (Landmark edition),open access,True,gold,,https://storage.imrpress.com/IMR/1996474020275523600/application/2768-6698-30-11-41531.pdf,corpus/by-pmid/41351413.md
41358143,Outcomes of Patients with Rare Cancers Treated with Combination Immune Checkpoint Inhibitors With and Without Prior anti-PD-1/L1 Exposure (NCI/SWOG S1609).,2025,JCO oncology advances,open access,True,diamond,PMC12680016,https://doi.org/10.1200/oa-25-00110,corpus/by-pmid/41358143.md
41359436,Technological advances in mRNA delivery and engineering for therapeutic cancer vaccines.,2026,Japanese journal of clinical oncology,open access,True,hybrid,,https://academic.oup.com/jjco/advance-article-pdf/doi/10.1093/jjco/hyaf199/65803243/hyaf199.pdf,corpus/by-pmid/41359436.md
41371392,Schlafen 11 as a predictive biomarker and therapeutic target in cancer: From mechanisms to clinical application.,2026,Drug discovery today,open access,True,hybrid,,https://doi.org/10.1016/j.drudis.2025.104579,corpus/by-pmid/41371392.md
41378840,Augmenting sonodynamic therapy with single-atom nanoenzyme via tumor microenvironment-mediated reactive oxygen species generation.,2026,"Nanomedicine (London, England)",open access,True,green,PMC12885410,https://pmc.ncbi.nlm.nih.gov/articles/PMC12885410/,corpus/by-pmid/41378840.md
41379034,Stable survival extrapolation using mortality projections.,2025,Biometrics,open access,True,hybrid,,https://academic.oup.com/biometrics/article-pdf/81/4/ujaf159/65838704/ujaf159.pdf,corpus/by-pmid/41379034.md
41380866,Cyclin E1 as a driver of oncogenesis; high grade serous ovarian cancer as an exemplar.,2026,Critical reviews in oncology/hematology,open access,True,hybrid,,https://doi.org/10.1016/j.critrevonc.2025.105080,corpus/by-pmid/41380866.md
41385861,Nanotechnology-based approaches for head and neck cancer treatment.,2025,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2025.118871,corpus/by-pmid/41385861.md
41387038,Linvoseltamab in Patients With Relapsed/Refractory Multiple Myeloma in the LINKER-MM1 Study: Longer Follow-Up and Subgroup Analyses.,2026,"Clinical lymphoma, myeloma & leukemia",open access,True,hybrid,,https://www.clinical-lymphoma-myeloma-leukemia.com/article/S2152-2650(25)04283-1/pdf,corpus/by-pmid/41387038.md
41412274,Advancements in breast cancer mRNA vaccines: Current development and future prospects.,2026,Biochimica et biophysica acta. Reviews on cancer,open access,True,hybrid,,https://doi.org/10.1016/j.bbcan.2025.189515,corpus/by-pmid/41412274.md
41414954,"The Immunosuppressive Microenvironment of Glioblastoma: Mechanisms, Clinical Challenges and Future Directions.",2026,Immunology,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/imm.70087,corpus/by-pmid/41414954.md
41416398,Genome-wide CRISPR Screening Reveals a PKA-Driven Resistance Mechanism to Metformin for Oral Cancer Prevention That Can Be Exploited by Combination with NSAIDs.,2026,"Cancer prevention research (Philadelphia, Pa.)",open access,True,green,PMC12826122,https://pmc.ncbi.nlm.nih.gov/articles/PMC12826122/,corpus/by-pmid/41416398.md
41417728,CRISPR screens define unified hallmarks of cancer cell-autonomous immune evasion.,2026,Cell reports,open access,True,gold,,https://doi.org/10.1016/j.celrep.2025.116738,corpus/by-pmid/41417728.md
41421179,Hematologic malignancies and an overview of emerging therapies for hematologic malignancies: a systematic review.,2026,Cancer treatment and research communications,open access,True,gold,,https://doi.org/10.1016/j.ctarc.2025.101074,corpus/by-pmid/41421179.md
41421960,Systematic review on CT/MRI-guided sonodynamic cancer therapy.,2025,Zeitschrift fur medizinische Physik,open access,True,gold,,https://doi.org/10.1016/j.zemedi.2025.12.003,corpus/by-pmid/41421960.md
41423709,Patterns of immune-related adverse events in patients treated for various cancer types with immune checkpoint inhibitors.,2026,"Future oncology (London, England)",open access,True,green,PMC12773467,https://pmc.ncbi.nlm.nih.gov/articles/PMC12773467/,corpus/by-pmid/41423709.md
