pmid,sample_mechanism,sample_bucket,predicted_evidence_level,title,year,journal,pub_types,mechanisms,abstract_excerpt,gold_evidence_level,gold_label_status,gold_notes
34353334,crispr,predicted-untagged,,CRISPR/Cas9 nanoeditor of double knockout large fragments of E6 and E7 oncogenes for reversing drugs resistance in cervical cancer.,2021,Journal of nanobiotechnology,Journal Article,crispr | nanoparticle,"drug resistance of tumor cells is always a headache problem in clinical treatment. in order to combat chemotherapy-resistance in cervical cancer and improve treatment effect, we design a crispr/cas9 nanoeditor to knock out two key oncogenes e6 and e7 that lead to drug tolerance. meanwhile, the deletion of these two oncogenes can effectively reactivate p53 and prb signaling pathways that inhibit the growth of tumor cells. our results demonstrated the nanoeditor could simultaneously delete two onc...",,pending,
34456921,crispr,predicted-untagged,,Manipulating the NKG2D Receptor-Ligand Axis Using CRISPR: Novel Technologies for Improved Host Immunity.,2021,Frontiers in immunology,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't | Research Support, U.S. Gov't, Non-P.H.S.",crispr | immunotherapy,"the activating immune receptor natural killer group member d (nkg2d) and its cognate ligands represent a fundamental surveillance system of cellular distress, damage or transformation. signaling through the nkg2d receptor-ligand axis is critical for early detection of viral infection or oncogenic transformation and the presence of functional nkg2d ligands (nkg2d-l) is associated with tumor rejection and viral clearance. many viruses and tumors have developed mechanisms to evade nkg2d recognition...",,pending,
34963897,crispr,predicted-untagged,,Ultrasound-Controlled CRISPR/Cas9 System Augments Sonodynamic Therapy of Hepatocellular Carcinoma.,2021,ACS central science,Journal Article,crispr | sonodynamic,"sonodynamic therapy (sdt), relying on the generation of reactive oxygen species (ros), is a promising clinical therapeutic modality for the treatment of hepatocellular carcinoma (hcc) due to its noninvasiveness and high tissue-penetration depth, whereas the oxidative stress and antioxidative defense system in cancer cells significantly restrict the prevalence of sdt. herein, we initially identified that nfe2l2 was immediately activated during sdt, which further inhibited sdt efficacy. to address...",,pending,
35122074,crispr,predicted-untagged,,Selective multi-kinase inhibition sensitizes mesenchymal pancreatic cancer to immune checkpoint blockade by remodeling the tumor microenvironment.,2022,Nature cancer,"Journal Article | Research Support, Non-U.S. Gov't",crispr | immunotherapy,"kras-mutant pancreatic ductal adenocarcinoma (pdac) is highly immunosuppressive and resistant to targeted and immunotherapies. among the different pdac subtypes, basal-like mesenchymal pdac, which is driven by allelic imbalance, increased gene dosage and subsequent high expression levels of oncogenic kras, shows the most aggressive phenotype and strongest therapy resistance. in the present study, we performed a systematic high-throughput combination drug screen and identified a synergistic inter...",,pending,
37532731,crispr,predicted-untagged,,A bimetallic nanoplatform for STING activation and CRISPR/Cas mediated depletion of the methionine transporter in cancer cells restores anti-tumor immune responses.,2023,Nature communications,"Journal Article | Research Support, Non-U.S. Gov't",crispr | immunotherapy,"lack of sufficient cytotoxic t lymphocytes (cd8+ t cells) infiltration and dysfunctional state of cd8+ t cells are considered enormous obstacles to antitumor immunity. herein, we construct a synergistic nanoplatform to promote cd8+ t cell infiltration in tumors while restoring t cell function by regulating methionine metabolism and activating the sting innate immune pathway. the crispr/cas9 system down-regulates the methionine transporter slc43a2 and restricts the methionine uptake by tumor cell...",,pending,
38819691,crispr,predicted-untagged,,Nanoinjection: A Platform for Innovation in Ex Vivo Cell Engineering.,2024,Accounts of chemical research,"Journal Article | Research Support, Non-U.S. Gov't",car-t | crispr | immunotherapy,"in human cells, intracellular access and therapeutic cargo transport, including gene-editing tools (e.g., crispr-cas9 and transposons), nucleic acids (e.g., dna, mrna, and sirna), peptides, and proteins (e.g., enzymes and antibodies), are tightly constrained to ensure healthy cell function and behavior. this principle is exemplified in the delivery mechanisms of chimeric antigen receptor (car)-t cells for ex-vivo immunotherapy. in particular, the clinical success of car-t cells has established a...",,pending,
39210507,crispr,predicted-untagged,,Synthetic lethal connectivity and graph transformer improve synthetic lethality prediction.,2024,Briefings in bioinformatics,Journal Article,crispr | synthetic-lethality,"synthetic lethality (sl) has shown great promise for the discovery of novel targets in cancer. crispr double-knockout (cdko) technologies can only screen several hundred genes and their combinations, but not genome-wide. therefore, good sl prediction models are highly needed for genes and gene pairs selection in cdko experiments. however, lack of scalable sl properties prevents generalizability of sl interactions to out-of-sample data, thereby hindering modeling efforts. in this paper, we recogn...",,pending,
40340863,crispr,predicted-untagged,,ProgModule: A novel computational framework to identify mutation driver modules for predicting cancer prognosis and immunotherapy response.,2025,Journal of translational medicine,Journal Article,crispr | immunotherapy,"**background**: cancer originates from dysregulated cell proliferation driven by driver gene mutations. despite numerous algorithms developed to identify genomic mutational signatures, they often suffer from high computational complexity and limited clinical applicability. **methods**: here, we presented progmodule, an advanced computational framework designed to identify mutation driver modules for cancer prognosis and immunotherapy response prediction. in progmodule, we introduced the prognosi...",,pending,
40574864,crispr,predicted-untagged,,Comprehensive analysis of single-cell and bulk RNA sequencing data reveals an EGFR signature for predicting immunotherapy response and prognosis in pan-cancer.,2025,Frontiers in immunology,Journal Article,crispr | immunotherapy,"**introduction**: immune checkpoint inhibitors (icis) have changed the paradigm of cancer treatment, but their effectiveness in some patients with epidermal growth factor receptor (egfr) mutations is unsatisfactory. therefore, it is necessary to develop a new biomarker for combined immunotherapy strategies to maximize the clinical benefits. **methods**: we collected and investigated 34 pan-cancer scrna-seq cohorts from the cancer genome atlas (tcga) and 10 bulk rna-seq cohorts utilizing multiple...",,pending,
40994623,crispr,predicted-untagged,,Reshaping tumor immune microenvironment through ROS-responsive prodrug polyplexes via synergistic effect of CRISPRi system and epigenetic inhibitor for breast cancer therapy.,2025,Materials today. Bio,Journal Article,crispr | immunotherapy,"engagement of programmed death-ligand 1 (pd-l1) on tumor cells with its receptor pd-1 on immune cells can transmit an inhibitory signal to induce immune evasion. although the immune checkpoint inhibitor pd-l1 antibody has shown antitumor capability in clinical treatment, its wide clinical application still faces several side effects and individual selectivity. in our research, we utilized the clustered regularly interspaced short palindromic repeats interference (crispri) system to suppress pd-l...",,pending,
36114082,antibody-drug-conjugate,predicted-tagged,preclinical-invivo,B7-H3 as a Therapeutic Target in Advanced Prostate Cancer.,2023,European urology,"Journal Article | Research Support, Non-U.S. Gov't | Research Support, U.S. Gov't, Non-P.H.S.",antibody-drug-conjugate,"**background**: b7-h3 is a cell surface immunomodulatory glycoprotein overexpressed in prostate cancers (pcs). understanding its longitudinal expression at emergence of castration resistance and association with tumour genomics are critical to the development of and patient selection for b7-h3 targeted therapies. **objective**: to characterise b7-h3 expression in same-patient hormone-sensitive (hspc) and castration-resistant (crpc) pc biopsies, associating this with pc genomics, and to evaluate ...",,pending,
36136061,antibody-drug-conjugate,predicted-tagged,preclinical-invivo,Nucleic acid-triggered tumoral immunity propagates pH-selective therapeutic antibodies through tumor-driven epitope spreading.,2023,Cancer science,Journal Article,antibody-drug-conjugate,"important roles of humoral tumor immunity are often pointed out; however, precise profiles of dominant antigens and developmental mechanisms remain elusive. we systematically investigated the humoral antigens of dominant intratumor immunoglobulin clones found in human cancers. we found that approximately half of the corresponding antigens were restricted to strongly and densely negatively charged polymers, resulting in simultaneous reactivities of the antibodies to both densely sulfated glycosam...",,pending,
38003245,antibody-drug-conjugate,predicted-tagged,preclinical-invivo,Generation of a Novel SORT1×HER2 Bispecific Antibody-Drug Conjugate Targeting HER2-Low-Expression Tumor.,2023,International journal of molecular sciences,Journal Article,antibody-drug-conjugate | bispecific-antibody,"human epidermal growth factor receptor 2 (her2) is considered an ideal antibody-drug conjugate (adc) target because the gene is overexpressed in many tumors compared to normal tissues. multiple anti-her2 adcs conjugated with different toxic payloads bring benefits to patients with high her2 expression. however, her2-targeted adc technology needs further optimization to improve its effect for the treatment of patients with low her2 expression. we hypothesized that bispecific antibody-drug conjuga...",,pending,
38272345,antibody-drug-conjugate,predicted-tagged,preclinical-invivo,Near-infrared photoimmunotherapy targeting Nectin-4 in a preclinical model of bladder cancer.,2024,Cancer letters,"Journal Article | Research Support, N.I.H., Intramural",antibody-drug-conjugate | immunotherapy,"enfortumab vedotin (ev), an antibody-drug conjugate (adc) that targets nectin-4, has shown promising results in the treatment of bladder cancer. however, multiple resistance mechanisms that are unique to adcs limit the therapeutic potential of ev in clinical practice. here, we developed and tested a nectin-4-targeted near-infrared photoimmunotherapy (nir-pit) that utilizes the same target as ev but utilizes a distinct cytotoxic and immunotherapeutic pathway in preclinical models of bladder cance...",,pending,
39288654,antibody-drug-conjugate,predicted-tagged,clinical-other,Detection of antibody-drug conjugate-induced interstitial lung disease using circulating cell-free DNA.,2024,ESMO open,Journal Article | Case Reports,antibody-drug-conjugate,**background**: the increasing use and anticipated future adoption of antibody-drug conjugates (adcs) present a significant challenge in identifying and monitoring patients for the development of potentially fatal drug-induced interstitial lung disease (ild). we sought to apply a tissue-specific methylation analysis of circulating cell-free dna (cfdna) to measure lung damage in patients with trastuzumab deruxtecan (t-dxd)-related ild. **patients and methods**: we describe a patient with metastat...,,pending,
39494690,antibody-drug-conjugate,predicted-tagged,preclinical-invivo,"Preclinical Characterization of XB002, an Anti-Tissue Factor Antibody-Drug Conjugate for the Treatment of Solid Tumors.",2025,Molecular cancer therapeutics,Journal Article,antibody-drug-conjugate,"tissue factor (tf) is overexpressed in various cancers and is typically associated with poor clinical outcomes. xb002 is an anti-tf antibody-drug conjugate designed to selectively deliver a cytotoxic payload to tf-expressing tumors while minimizing tf-related adverse events, particularly bleeding. the conjugate consists of a zovodotin linker-payload attached to a mab (clone 25a3) that binds tf with high affinity (kd = 0.86 nmol/l). in vitro coagulation assays confirmed that 25a3 does not interfe...",,pending,
39918687,antibody-drug-conjugate,predicted-tagged,preclinical-invivo,Identification of CD66c as a potential target in gastroesophageal junction cancer for antibody-drug conjugate development.,2025,Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association,Journal Article,antibody-drug-conjugate,"**background**: gastroesophageal junction (gej) cancer exhibits unique biological characteristics and currently lacks specific targeted therapies. given the clinical efficacy of antibody-drug conjugates (adcs) in solid tumor treatment, we aimed to identify a novel adc target and suitable payload for gej-targeted therapy. **methods**: in this study, we conducted bioinformatic analyses of multi-omics data, including transcriptomics, proteomics, and phosphoproteomics, to identify cd66c as a promisi...",,pending,
41100061,antibody-drug-conjugate,predicted-tagged,clinical-other,Trophoblast cell-surface antigen 2 expression in digestive neoplasms: a promising target for antibody-drug conjugates.,2025,The oncologist,Journal Article,antibody-drug-conjugate,"**background**: trophoblast cell-surface antigen 2 (trop2), a transmembrane glycoprotein overexpressed in multiple cancers, plays crucial roles in tumor progression and therapy resistance, yet its expression patterns and clinical significance in digestive cancers remain incompletely characterized. **methods**: this retrospective study analyzed a consecutive cohort of 2370 patients with histologically confirmed digestive cancers (804 gastric [gc], 1,384 colorectal [crc], and 182 pancreatic cancer...",,pending,
41121224,antibody-drug-conjugate,predicted-tagged,phase3-clinical,Glioblastoma resistance to EGFR antibody-drug conjugate is driven by transcriptional reprogramming and TEK-induced EGFR suppression.,2025,Journal of translational medicine,Journal Article,antibody-drug-conjugate,"**background**: glioblastoma (gbm), the most common primary malignant brain tumor in adults, remains uniformly fatal due to the lack of effective targeted therapies. the epidermal growth factor receptor (egfr) is the most frequently altered receptor tyrosine kinase oncogene in gbm with most alterations impacting the receptor ectodomain function, including gene amplification, mutation, rearrangement, and splicing site changes, which occur in approximately 50% of gbm tumors. depatuxizumab mafodoti...",,pending,
41422272,antibody-drug-conjugate,predicted-tagged,clinical-other,Determinants of sensitivity to HER2-targeted antibody drug conjugates in urothelial cancer.,2025,Nature communications,Journal Article,antibody-drug-conjugate,"her2, encoded by the erbb2 gene, is a receptor tyrosine kinase frequently activated in human cancers via gene amplification, mutation, and/or protein overexpression. in an analysis of 42,415 prospectively analyzed solid tumors, we show that 14.5% of urothelial cancers (n = 295/2,035) have oncogenic or likely oncogenic erbb2 alterations (6.7% erbb2 mutation, 6.3% amplification of wildtype erbb2, and 1.5% concurrent mutation and amplification). discordance of erbb2 mutational status between primar...",,pending,
41591580,antibody-drug-conjugate,predicted-tagged,preclinical-invivo,A combined strategy of EGFR-MET bispecific antibody and HER3 ADC to overcome osimertinib resistance in NSCLC.,2026,"Cellular oncology (Dordrecht, Netherlands)",Journal Article,antibody-drug-conjugate | bispecific-antibody,"**purpose**: epidermal growth factor receptor tyrosine kinase inhibitors (egfr-tkis) have been widely used as the standard-of-care first-line treatment for egfr-mutated non-small cell lung cancer (nsclc) patients. however, egfr-tki resistance has become a major challenge for almost all patients with egfr-mutated nsclc. both amivantamab (egfr-met bispecific antibody) and patritumab deruxtecan (her3 antibody-drug conjugate) have shown promising efficacy in clinical trials for nsclc resistant to os...",,pending,
41856971,antibody-drug-conjugate,predicted-tagged,phase1-clinical,"SHR-A1811, a novel HER2-targeting antibody-drug conjugate, in advanced solid tumors (HORIZON-X): a global phase 1 trial.",2026,Signal transduction and targeted therapy,"Journal Article | Clinical Trial, Phase I | Multicenter Study",antibody-drug-conjugate,"shr-a1811, an antibody‒drug conjugate consisting of the anti-her2 antibody trastuzumab conjugated via a cleavable linker to a topoisomerase i inhibitor payload, demonstrated substantial antitumor activity in patients with heavily treated her2-expressing or mutated advanced solid tumors. the main analysis was reported, and this is a long-term follow-up of the horizon-x trial (nct04446260). this global, multicenter, first-in-human, phase 1 trial enrolled patients aged ≥ 18 years with unresectable,...",,pending,
18477046,antibody-drug-conjugate,predicted-untagged,,Combination of the anti-CD30-auristatin-E antibody-drug conjugate (SGN-35) with chemotherapy improves antitumour activity in Hodgkin lymphoma.,2008,British journal of haematology,Journal Article,antibody-drug-conjugate,"the antibody-drug conjugate (adc) cac10-vcmmae consists of the tubulin inhibitor monomethyl auristatin e (mmae) conjugated to the chimeric anti-cd30 monoclonal antibody cac10. this adc potently interferes with the growth of cd30-positive haematological tumours, including hodgkin lymphoma (hl) and anaplastic large-cell lymphoma. this study found improved antitumour activity in a preclinical model of hl when sgn-35 was combined with chemotherapeutic regimens such as abvd (doxorubicin, bleomycin, v...",,pending,
35539019,antibody-drug-conjugate,predicted-untagged,,"Current and emerging monoclonal antibodies, antibody-drug conjugates, and bispecific antibodies in treatment of lymphoma.",2022,Leukemia research reports,Journal Article,antibody-drug-conjugate,"the improvement in outcomes seen with the introduction of rituximab, a cd20 monoclonal antibody in combination with chemotherapy or as a single agent in the treatment of indolent non-hodgkin lymphomas has paved the way for development of various forms of monoclonal antibodies that act in different ways against non-hodgkin lymphoma tumor cells. these could directly target a single surface antigen resulting in various ways of tumor cells toxicity and killing. other forms of monoclonal antibodies i...",,pending,
36609769,antibody-drug-conjugate,predicted-untagged,,Top advances of the year: Cervical cancer.,2023,Cancer,Journal Article,antibody-drug-conjugate | immunotherapy,"cervical cancer continues to affect women in the united states and throughout the world despite an effective vaccine against human papillomavirus and cancer screening programs. for the women who develop cervical cancer, surgery, radiation, and chemotherapy have been the mainstays of treatment for years. recently, novel therapeutics have been developed that offer new treatment opportunities for women living with advanced and/or recurrent disease. immunotherapy has become an important tool against...",,pending,
36909522,antibody-drug-conjugate,predicted-untagged,,CTLA-4 antibody-drug conjugate reveals autologous destruction of B-lymphocytes associated with regulatory T cell impairment.,2023,bioRxiv : the preprint server for biology,Preprint | Journal Article,antibody-drug-conjugate | immunotherapy,"germline ctla-4 deficiency causes severe autoimmune diseases characterized by dysregulation of foxp3+ tregs, hyper-activation of effector memory t cells, and variable forms autoimmune cytopenia including gradual loss of b cells. cancer patients with severe immune-related adverse events (irae) after receiving anti-ctla-4/pd-1 combination immunotherapy also have markedly reduced peripheral b cells. the immunological basis for b cell loss remains unexplained. here we probe the decline of b cells in...",,pending,
37583696,antibody-drug-conjugate,predicted-untagged,,Nivolumab plus Brentuximab vedotin +/- bendamustine combination therapy: a safe and effective treatment in pediatric recurrent and refractory classical Hodgkin lymphoma.,2023,Frontiers in immunology,"Journal Article | Research Support, Non-U.S. Gov't",antibody-drug-conjugate | immunotherapy,"**introduction**: classical hodgkin lymphoma (chl) is the most common pediatric lymphoma. approximately 10% of patients develop refractory or recurrent disease. these patients are treated with intensive chemotherapy followed by consolidation with radiotherapy or high-dose chemotherapy and autologous stem cell reinfusion. although this treatment is effective, it comes at the cost of severe long-term adverse events, such as reduced fertility and an increased risk of secondary cancers. recently, pr...",,pending,
37841262,antibody-drug-conjugate,predicted-untagged,,Conditional activation of an anti-IgM antibody-drug conjugate for precise B cell lymphoma targeting.,2023,Frontiers in immunology,"Journal Article | Research Support, Non-U.S. Gov't",antibody-drug-conjugate,"cancerous b cells are almost indistinguishable from their non-malignant counterparts regarding their surface antigen expression. accordingly, the challenge to be faced consists in elimination of the malignant b cell population while maintaining a functional adaptive immune system. here, we present an igm-specific antibody-drug conjugate masked by fusion of the epitope-bearing igm constant domain. antibody masking impaired interaction with soluble pentameric as well as cell surface-expressed igm ...",,pending,
38396776,antibody-drug-conjugate,predicted-untagged,,A Generic Approach for Miniaturized Unbiased High-Throughput Screens of Bispecific Antibodies and Biparatopic Antibody-Drug Conjugates.,2024,International journal of molecular sciences,Journal Article,antibody-drug-conjugate | bispecific-antibody,"the toolbox of modern antibody engineering allows the design of versatile novel functionalities exceeding nature's repertoire. many bispecific antibodies comprise heterodimeric fc portions recently validated through the approval of several bispecific biotherapeutics. while heterodimerization methodologies have been established for low-throughput large-scale production, few approaches exist to overcome the bottleneck of large combinatorial screening efforts that are essential for the identificati...",,pending,
38986529,antibody-drug-conjugate,predicted-untagged,,"Genomic, immunologic, and prognostic associations of TROP2 (TACSTD2) expression in solid tumors.",2024,The oncologist,Journal Article,antibody-drug-conjugate | immunotherapy,"**background**: trop2 (tacstd2) expression is associated with decreased overall survival (os) in some solid tumors, and the trop2-targeting antibody-drug conjugate (adc) sacituzumab govitecan has been approved in breast and urothelial carcinomas. we aimed to explore the multi-omic landscape associated with tacstd2 gene expression in various solid tumors to identify patients most likely to benefit from this approach. **methods**: breast (n = 11 246), colorectal (n = 15 425), hepatocellular (n = 4...",,pending,
40178042,antibody-drug-conjugate,predicted-untagged,,Diverse ERBB2/ERBB3 Activating Alterations and Coalterations Have Implications for HER2/3-Targeted Therapies across Solid Tumors.,2025,Cancer research communications,Journal Article,antibody-drug-conjugate,"**abstract**: although erbb2 (her2) is an established oncogenic driver and therapeutic biomarker in several cancers, current drug approvals do not reflect the diverse spectrum of activating alterations across indications in which her2-targeted therapies may yield clinical benefit. in most cancer types, her2 status is defined by her2 overexpression/amplification assessed by ihc and fish, which do not provide genomic context. we sought to define the pan-tumor landscape of activating erbb2 and erbb...",,pending,
40739577,antibody-drug-conjugate,predicted-untagged,,High Trop-2 expression in pulmonary sarcomatoid carcinoma reveals antibody-drug conjugate targeting Trop-2 is a promising therapeutic approach.,2025,Journal of translational medicine,Journal Article,antibody-drug-conjugate,"**background**: several antibody-drug conjugates (adc) targeting trophoblast cell surface antigen 2 (trop-2) have been developed, demonstrating significant therapeutic efficacy in triple-negative breast cancer and non-small cell lung cancer. however, the current expression of trop-2 in pulmonary sarcomatoid carcinoma (psc) and its clinical prognostic significance remains unclear. **materials and methods**: surgical tissue specimens diagnosed with psc from january 2015 to may 2023 were retrospect...",,pending,
40849685,antibody-drug-conjugate,predicted-untagged,,Revolutionizing HER2-Positive Breast Cancer Treatment: Insights from the 47th San Antonio Breast Cancer Symposium on Trastuzumab Deruxtecan.,2025,Asian Pacific journal of cancer prevention : APJCP,Editorial,antibody-drug-conjugate,"this editorial discusses the groundbreaking advancements in the treatment of her2-positive breast cancer presented at the 47th san antonio breast cancer symposium, focusing on trastuzumab deruxtecan (t-dxd). t-dxd, an innovative antibody-drug conjugate, has shown significant improvements in progression-free survival (pfs) and overall survival (os) compared to traditional chemotherapy, particularly in patients with her2-positive metastatic breast cancer. key studies, including destiny-breast03 an...",,pending,
40860900,antibody-drug-conjugate,predicted-untagged,,"Antibody-drug conjugates in cancer and beyond: progress, promise, and perspectives.",2025,Antibody therapeutics,Editorial,antibody-drug-conjugate,"antibody-drug conjugates (adcs) are transforming cancer therapy by combining antibody specificity with potent cytotoxic agents, enabling targeted tumor cell killing while minimizing systemic toxicity. this special collection of antibody therapeutics presents a wide overview of recent advances in adc research and development. topics include targeting strategies, antibody formats, innovative payloads and bispecific apoptosis triggers, formulation strategies, toxicity profiling, and conjugation tec...",,pending,
40931303,antibody-drug-conjugate,predicted-untagged,,Evaluation of efficacy and safety of sequential antibody drug conjugates (ADCs) in human epidermal growth factor 2 (HER2)-negative metastatic breast cancer.,2025,Breast cancer research and treatment,Journal Article,antibody-drug-conjugate,"**purpose**: limited data is available assessing sequencing of antibody drug conjugates (adcs) in patients with hormone receptor-positive (hr +), human epidermal growth factor 2 (her2)-negative, her2-low, and triple-negative metastatic breast cancer (mbc), including patients with brain metastases (brm) or leptomeningeal disease (lmd). this study assesses the efficacy and safety of sequential sacituzumab govitecan (sg) and trastuzumab deruxtecan (t-dxd) in mbc and impact on chemotherapy (ctx). **...",,pending,
27809808,ttfields,predicted-tagged,clinical-other,Planning TTFields treatment using the NovoTAL system-clinical case series beyond the use of MRI contrast enhancement.,2016,BMC cancer,Case Reports | Journal Article,ttfields,"**background**: gliomas are the most common primary brain tumors in adults and invariably carry a poor prognosis. recent clinical studies have demonstrated the safety and compelling survival benefit when tumor treating fields (ttfields) are added to temozolomide for patients with newly diagnosed glioblastoma. ttfields are low-intensity, intermediate frequency (200 khz) alternating electric fields, delivered directly to a patient's brain through the local application of non-invasive transducer ar...",,pending,
31089145,ttfields,predicted-tagged,preclinical-invitro,Tumour-treating fields (TTFields): Investigations on the mechanism of action by electromagnetic exposure of cells in telophase/cytokinesis.,2019,Scientific reports,"Journal Article | Research Support, Non-U.S. Gov't",ttfields,"tumour-treating fields (ttfields) use alternating electric fields which interfere with dividing cells, thereby reducing tumour growth. previous reports suggest that electrical forces on cell structure proteins interfered with the chromosome separation during mitosis and induced apoptosis. in the present report we evaluate electromagnetic exposure of cells in telophase/cytokinesis in order to further analyse the mechanism of action on cells. we performed numerical electromagnetic simulations to a...",,pending,
38288093,ttfields,predicted-untagged,,Tumor treating fields (TTFields) for spinal metastasis-The case for bone removal and spinal implants as waveguides to enhance field strength at the target.,2024,Neuro-oncology advances,Journal Article,ttfields,,,pending,
38487722,ttfields,predicted-untagged,,Corrigendum: Establishment of tumor treating fields combined with mild hyperthermia as novel supporting therapy for pancreatic cancer.,2024,Frontiers in oncology,Published Erratum,ttfields,[this corrects the article doi: 10.3389/fonc.2021.738801.].,,pending,
39364266,ttfields,predicted-untagged,,Biophysical and Biological Mechanisms of Tumor Treating Fields in Glioblastoma.,2024,Journal of cancer science and clinical therapeutics,Journal Article,ttfields,"glioblastoma (gbm) is one of the most aggressive forms of brain cancer that presents with a median survival rate of 14-30 months and along with a discouraging five-year survival rate of 4-5%. standard treatment of newly diagnosed gbm, also known as the stupp protocol, includes a maximally safe surgical resection followed by radiation and chemotherapy. despite these treatment regimens, recurrence is almost inevitable, emphasizing the need for new therapies to combat the aggressive nature of gbms....",,pending,
31410214,sonodynamic,predicted-tagged,preclinical-invitro,Focused ultrasound-augmented targeting delivery of nanosonosensitizers from homogenous exosomes for enhanced sonodynamic cancer therapy.,2019,Theranostics,"Journal Article | Research Support, Non-U.S. Gov't",nanoparticle | sonodynamic,"sonodynamic therapy (sdt), wherein focused ultrasound is used to guide the site-specific delivery of nano-sonosensitizers and trigger profound sono-damage, has great potential in cancer theranostics. the development of nanosensitizers with high sono-activatable efficiency and good biosafety is however challenging. methods: in this study, we designed a functionalized smart nanosonosensitizer (exo-dvdms) by loading sinoporphyrin sodium (dvdms), an excellent porphyrin sensitizer with both potential...",,pending,
33408790,sonodynamic,predicted-tagged,preclinical-invivo,Manganese porphyrin-based metal-organic framework for synergistic sonodynamic therapy and ferroptosis in hypoxic tumors.,2021,Theranostics,"Journal Article | Research Support, Non-U.S. Gov't",sonodynamic,"development of efficient therapeutic strategy to incorporate ultrasound (us)-triggered sonodynamic therapy (sdt) and ferroptosis is highly promising in cancer therapy. however, the sdt efficacy is severely limited by the hypoxia and high glutathione (gsh) in the tumor microenvironment, and ferroptosis is highly associated with reactive oxygen species (ros) and gsh depletion. methods: a manganese porphyrin-based metal-organic framework (mn-mof) was constructed as a nanosensitizer to self-supply o...",,pending,
35236203,sonodynamic,predicted-tagged,preclinical-invivo,Sonodynamical reversion of immunosuppressive microenvironment in prostate cancer via engineered exosomes.,2022,Drug delivery,Journal Article,immunotherapy | sonodynamic,"prostate cancer (pca) responds poorly to routine immunotherapy due to the tumor immunosuppressive microenvironment. here, we describe an ultrasound-based drug delivery strategy to stimulate potent anti-tumor immunity via exosomes encapsulated with sonosensitizers chlorin e6 (ce6) and immune adjuvant r848, namely exoce6+r848. exoce6+r848 was constructed by simple co-incubation of ce6 and r848 with hek 293t cell-derived exosomes. the properties of exosomes were not affected after loading ce6 and r...",,pending,
35592098,sonodynamic,predicted-tagged,preclinical-invivo,Multifunctional Theranostic Nanoparticles for Enhanced Tumor Targeted Imaging and Synergistic FUS/Chemotherapy on Murine 4T1 Breast Cancer Cell.,2022,International journal of nanomedicine,Journal Article,nanoparticle | sonodynamic,"**purpose**: triple negative breast cancer (tnbc) is challenging for effective remission due to its very aggressive, extremely metastatic and resistant to conventional chemotherapy. herein, a multifunctional theranostic nanoparticle was fabricated to enhance tumor targeted imaging and promote focused ultrasound (fus) ablation and chemotherapy and sonodynamic therapy (sdt). a multi-modal synergistic therapy can improve the therapeutic efficacy and prognosis of tnbc. **methods**: as1411 aptamer mo...",,pending,
37051250,sonodynamic,predicted-tagged,preclinical-invivo,Perfluorocarbon nanodrug induced oxygen self-enriching sonodynamic therapy improves cancer immunotherapy after insufficient radiofrequency ablation.,2023,Frontiers in immunology,"Journal Article | Research Support, Non-U.S. Gov't",frequency-therapy | immunotherapy | nanoparticle | sonodynamic,"residual lesions and undetectable metastasis after insufficient radiofrequency ablation (irfa) are associated with earlier new metastases and poor survival in cancer patients, for induced aggressive tumor phenotype and immunosuppression. programmed cell death protein 1(pd-1) blockade has been reported to enhance the radiofrequency ablation-elicited antitumor immunity, but its ability to eliminate incompletely ablated residual lesions has been questioned. here, we report a combined treatment moda...",,pending,
37933299,sonodynamic,predicted-tagged,preclinical-invitro,IR-820@NBs Combined with MG-132 Enhances the Anti-Hepatocellular Carcinoma Effect of Sonodynamic Therapy.,2023,International journal of nanomedicine,Journal Article,bioelectric | sonodynamic,"**purpose**: sonodynamic therapy (sdt) is a promising and significant measure for the treatment of tumors. however, the internal situation of hepatocellular carcinoma (hcc) is complex, separate sdt treatment is difficult to play a good therapeutic effect. here, we used sdt combined with mg-132 to mediate apoptosis and autophagy of hcc cells to achieve the purpose of treatment of cancer. **methods**: to determine the generated reactive oxygen species (ros) and the change of mitochondrial membrane...",,pending,
38610042,sonodynamic,predicted-tagged,preclinical-invivo,Bacteria-driven nanosonosensitizer delivery system for enhanced breast cancer treatment through sonodynamic therapy-induced immunogenic cell death.,2024,Journal of nanobiotechnology,Journal Article,sonodynamic,"**background**: sonodynamic therapy (sdt) has shown promise as a non-invasive cancer treatment due to its local effects and excellent tissue penetration. however, the limited accumulation of sonosensitizers at the tumor site hinders its therapeutic efficacy. although nanosonosensitizers have improved local tumor accumulation through passive targeting via the enhanced permeability and retention effect (epr), achieving sufficient accumulation and penetration into tumors remains challenging due to ...",,pending,
